"","PARTY","educ","race","Voted_2020","gender","FT_DemParty","FT_RepParty","FT_Biden_pre","FT_Trump_pre","FT_Biden_post","FT_Trump_post","FT_Fauci","FT_fundamentalist","FT_Feminists","FT_Liberals","FT_laborUnions","FT_bigBusiness","FT_conservatives","FT_SCOTUS","FT_gaymen","FT_Congress","FT_Muslims","FT_Christians","FT_Jewish","FT_police","FT_Transpeople","FT_Scientist","FT_BLM","FT_journalists","FT_NATO","FT_UN","FT_NRA","FT_Socialist","FT_capitalist","FT_FBI","FT_ICE","FT_MeToo","FT_rural","FT_Parent","FT_WHO","FT_CDC"
"138","Republican","Graduate Degree","White",TRUE,"Female",0,100,0,100,0,85,40,100,15,0,70,70,100,70,15,0,15,100,100,100,15,85,0,0,70,85,100,0,85,40,100,15,100,0,70,40
"139","Independent","Some College","White",TRUE,"Male",30,15,40,0,50,0,85,50,50,50,40,30,50,50,50,60,50,70,70,85,70,100,30,70,85,60,60,50,60,85,60,50,85,30,70,60
"140","Democrat","Bachelor's Degree","White",TRUE,"Female",50,50,50,30,50,30,50,50,50,50,50,40,50,50,50,50,50,50,50,50,50,50,40,50,50,50,50,50,50,50,50,NA,50,70,50,50
"141","Independent","High School","White",TRUE,"Male",30,50,0,100,30,85,70,50,50,50,50,50,50,50,50,50,15,85,30,60,50,50,50,50,60,60,70,50,50,60,50,50,60,60,50,60
"142","Democrat","Some College","White",TRUE,"Male",60,40,85,50,85,0,100,50,50,60,100,50,40,45,50,50,50,50,50,75,50,100,60,90,65,60,50,15,NA,60,50,90,50,90,65,85
"143","Democrat","Some College","White",TRUE,"Female",30,70,0,70,0,60,30,40,100,30,100,60,30,70,100,0,100,100,100,60,85,100,30,40,70,70,100,40,30,85,60,NA,100,70,85,60
"144","Democrat","Graduate Degree","Black",TRUE,"Female",60,0,60,0,60,0,40,0,60,60,85,40,30,40,100,40,50,50,50,40,100,100,100,60,50,70,15,50,30,60,0,85,60,100,85,85
"145","Democrat","Some College","Black",TRUE,"Female",100,0,100,0,100,0,100,100,60,50,70,70,50,86,100,50,70,100,50,60,100,70,100,86,NA,86,NA,86,50,70,15,86,86,86,NA,86
"146","Democrat","Graduate Degree","White",FALSE,"Female",65,30,70,0,65,0,85,25,50,65,50,65,50,50,60,50,50,40,60,50,60,85,50,50,65,65,40,50,65,65,50,50,50,40,65,65
"147","Democrat","Graduate Degree","Native American",TRUE,"Male",70,0,85,0,85,0,100,0,100,85,100,50,30,30,100,30,100,50,100,30,100,100,100,100,75,85,0,50,70,50,0,100,25,100,100,100
"148","Republican","Some College","White",FALSE,"Male",15,60,15,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","Democrat","Some College","Hispanic",TRUE,"Male",70,15,75,10,70,15,85,30,60,60,50,60,50,60,70,40,60,60,50,70,70,70,60,50,60,60,50,50,50,60,40,60,60,70,60,60
"150","Democrat","Graduate Degree","White",TRUE,"Male",85,30,100,0,100,0,70,50,70,85,85,60,15,60,100,50,85,30,100,70,85,85,85,85,70,85,15,70,70,70,30,85,50,100,85,85
"151","Republican","Some College","White",TRUE,"Female",15,85,40,100,15,100,75,60,70,15,30,85,85,70,70,30,85,100,100,100,60,85,0,20,60,30,60,30,60,85,70,15,100,15,15,70
"152","Democrat","High School","Asian",FALSE,"Female",100,0,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","Republican","Less than High School","White",TRUE,"Female",30,100,40,NA,0,100,40,60,40,40,50,50,70,70,50,50,50,85,50,70,50,50,40,15,50,50,85,50,50,60,50,50,60,40,0,40
"154","Democrat","Bachelor's Degree","Other",FALSE,"Female",70,50,85,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","Republican","Some College","White",TRUE,"Female",30,60,30,70,40,80,75,75,50,20,5,65,90,80,0,10,50,95,50,85,20,85,0,5,60,40,51,0,75,70,80,40,100,80,20,60
"156","Republican","Bachelor's Degree","White",FALSE,"Male",60,70,50,60,60,NA,60,50,70,50,60,50,60,60,70,NA,60,70,60,70,50,70,NA,50,70,60,70,50,50,60,60,NA,50,50,60,70
"157","Republican","Some College","White",TRUE,"Male",0,60,0,90,0,100,60,50,50,30,15,50,70,50,15,40,50,100,85,100,15,75,15,0,40,15,85,0,85,50,85,NA,100,0,15,40
"158","Democrat","Graduate Degree","White",TRUE,"Female",85,15,85,0,85,0,100,15,100,100,40,70,30,60,100,40,85,85,100,85,85,100,85,100,100,100,0,60,70,85,40,85,70,100,85,85
"159","Republican","High School","White",TRUE,"Female",15,85,50,85,50,85,60,70,30,30,50,30,70,60,0,70,0,85,70,60,0,60,70,50,50,50,50,0,0,60,30,NA,NA,50,60,85
"160","Republican","High School","White",FALSE,"Male",0,85,0,100,15,100,50,85,70,70,50,70,60,70,85,60,70,85,85,85,70,85,60,30,70,60,70,60,50,85,85,70,70,85,60,85
"161","Republican","High School","White",TRUE,"Male",0,100,0,100,0,100,50,85,60,0,50,60,70,60,50,0,40,85,50,100,50,100,0,0,50,50,100,0,NA,50,50,30,100,85,60,60
"162","Republican","Graduate Degree","White",TRUE,"Male",30,70,0,85,0,90,50,50,50,30,40,75,85,85,50,40,50,100,100,100,50,85,0,0,70,0,85,0,95,50,75,0,100,0,0,75
"163","Democrat","High School","Black",FALSE,"Female",85,30,NA,30,100,0,50,70,100,100,100,100,100,70,60,70,70,100,85,85,60,100,100,70,NA,100,NA,85,60,85,NA,50,NA,100,100,100
"164","Democrat",NA,"Other",TRUE,"Female",85,0,100,0,100,0,100,50,100,100,85,70,40,70,85,85,100,100,100,40,70,100,85,100,85,85,0,85,0,85,50,100,50,100,85,100
"165","Democrat","Some College","White",FALSE,"Female",75,0,90,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","Democrat","Bachelor's Degree","White",TRUE,"Male",60,0,60,0,60,0,85,15,70,60,70,30,30,40,50,15,60,40,50,30,50,100,85,70,70,70,0,60,50,60,15,70,50,85,85,85
"167","Republican","High School","White",TRUE,"Male",20,80,0,90,0,85,60,85,40,0,60,NA,90,70,0,50,15,90,70,85,0,40,0,0,50,0,90,0,85,15,85,NA,100,0,15,70
"168","Democrat","High School","White",FALSE,"Female",100,15,100,20,90,0,70,15,85,85,85,15,30,40,85,70,50,50,85,85,70,100,85,75,70,100,15,80,30,70,15,85,40,80,85,80
"169","Independent","Some College","White",TRUE,"Male",0,48,0,70,0,70,15,0,0,15,0,50,70,30,70,30,85,30,85,70,70,70,15,0,0,0,40,0,100,15,70,0,100,0,15,15
"170","Democrat","Some College","White",TRUE,"Male",85,15,85,0,85,0,100,50,50,50,50,50,NA,50,60,15,50,100,70,85,50,85,60,70,60,70,70,50,50,70,NA,NA,NA,60,85,85
"171","Republican","Graduate Degree","White",TRUE,"Male",20,85,30,60,30,50,75,60,35,25,35,70,75,65,40,50,30,75,50,75,50,85,40,40,70,50,70,30,75,60,60,25,85,50,50,75
"172","Democrat","Graduate Degree","White",FALSE,"Male",85,0,85,0,100,0,100,15,70,100,70,30,0,30,100,30,40,40,100,70,40,100,85,70,85,85,15,60,NA,100,0,50,50,100,85,85
"173","Democrat","Graduate Degree","White",TRUE,"Male",60,15,70,0,90,0,95,40,90,85,70,70,10,50,90,25,95,95,95,50,95,95,85,60,50,75,0,40,85,50,10,70,70,85,70,70
"174","Democrat","Bachelor's Degree","Hispanic",FALSE,"Female",70,30,85,0,60,40,50,50,60,50,50,40,50,50,100,60,50,100,50,100,85,85,100,50,60,50,50,50,NA,100,30,NA,NA,70,NA,85
"175","Democrat","Graduate Degree","White",TRUE,"Female",75,25,85,0,85,0,100,25,90,100,85,40,25,75,100,60,85,70,90,75,100,90,80,85,85,85,0,70,40,90,40,90,75,100,85,85
"176","Independent","Bachelor's Degree","White",TRUE,"Male",60,30,60,0,90,2,85,50,70,60,60,50,60,70,70,50,65,75,80,70,55,90,50,75,80,55,10,45,65,80,50,60,60,50,80,75
"177","Democrat","Bachelor's Degree","White",FALSE,"Female",40,40,70,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","Democrat","Some College","White",FALSE,"Female",70,0,85,0,85,0,100,30,100,100,100,30,16,60,100,60,100,100,100,70,100,100,100,85,NA,70,0,60,0,50,0,100,50,100,NA,85
"179","Republican","High School","Hispanic",TRUE,"Male",15,70,NA,NA,50,100,60,50,50,50,50,100,60,70,50,70,50,100,50,100,50,100,50,0,70,40,100,0,40,40,70,0,30,50,100,100
"180","Republican","High School","White",TRUE,"Male",0,85,15,NA,0,85,40,85,50,15,60,40,100,60,30,30,40,100,85,100,15,70,40,30,NA,50,85,40,50,70,70,0,85,0,40,50
"181","Republican","Graduate Degree","White",TRUE,"Female",15,70,15,85,15,85,40,30,0,30,15,70,85,100,50,70,70,70,70,100,50,100,0,0,100,40,30,0,100,60,85,15,70,100,40,40
"182","Republican","Graduate Degree","White",TRUE,"Female",0,100,0,100,0,100,40,50,40,70,80,85,70,100,0,70,30,70,100,100,0,50,0,40,70,80,80,0,100,70,60,70,85,NA,40,60
"183","Republican","Some College","White",TRUE,"Female",15,86,30,85,15,85,50,100,30,15,30,50,85,70,30,40,15,100,60,85,40,40,0,0,50,15,70,0,85,50,60,30,100,0,15,50
"184","Democrat","Bachelor's Degree","Black",TRUE,"Female",60,15,70,0,85,0,70,30,60,70,30,30,40,40,60,40,70,60,60,60,60,85,85,70,70,70,15,50,40,40,15,40,50,85,60,50
"185","Democrat","Some College","Black",TRUE,"Female",85,60,85,0,85,15,100,40,60,70,70,40,60,70,50,70,50,85,50,85,50,85,70,60,75,85,35,60,70,90,15,40,50,55,85,90
"186","Independent","High School","White",FALSE,"Male",0,0,85,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","Democrat","High School","Hispanic",TRUE,"Female",85,50,70,0,100,0,100,60,85,85,70,60,70,70,85,85,50,100,100,85,85,85,85,60,85,85,0,7,50,70,50,85,85,85,100,100
"188","Democrat","High School","Hispanic",FALSE,"Male",30,0,50,0,30,0,80,0,80,90,90,0,0,20,90,0,90,30,90,20,90,100,70,30,70,70,0,60,0,30,0,60,70,100,70,60
"189","Democrat","Graduate Degree","White",TRUE,"Female",100,0,100,0,100,0,100,0,100,85,100,50,0,70,100,30,70,70,85,85,85,100,70,85,60,60,0,85,50,100,15,100,70,100,85,85
"190","Democrat","Graduate Degree","Black",TRUE,"Female",85,0,100,0,100,0,100,NA,85,100,70,NA,30,70,100,85,85,50,85,60,85,100,85,85,85,85,15,NA,NA,70,15,70,NA,70,100,85
"191","Republican","Some College","White",TRUE,"Female",50,85,50,10,0,7,70,50,50,30,30,85,80,100,50,90,50,NA,50,100,40,50,50,40,60,75,75,0,80,100,70,NA,85,80,50,75
"192","Democrat","High School","White",FALSE,"Female",50,50,0,75,0,70,50,60,60,50,50,40,50,40,85,40,60,60,60,70,85,85,85,60,NA,NA,50,NA,NA,70,50,NA,NA,60,NA,70
"193","Independent","Some College","Black",TRUE,"Female",NA,NA,50,0,100,0,85,85,50,50,50,50,50,50,85,50,50,50,50,70,85,50,100,50,NA,50,NA,50,50,50,50,NA,50,50,50,50
"194","Democrat","Some College","Hispanic",TRUE,"Female",70,40,70,30,70,0,70,85,85,60,85,85,70,70,85,70,85,85,100,100,85,85,85,70,85,85,50,70,85,85,100,NA,60,85,85,100
"195","Democrat","High School","White",FALSE,"Female",100,0,60,0,60,0,50,50,100,100,50,30,0,50,100,30,100,100,100,40,100,100,100,100,NA,100,NA,100,0,50,50,100,NA,100,100,100
"196","Republican","Some College","White",TRUE,"Male",15,60,0,50,15,60,15,50,30,50,50,50,15,40,50,0,85,50,50,100,50,60,0,50,NA,50,NA,30,30,50,60,50,60,100,15,15
"197","Democrat","Graduate Degree","White",TRUE,"Male",60,40,50,30,85,40,100,85,70,100,40,70,40,40,60,15,85,85,100,100,60,100,60,85,100,85,15,NA,NA,100,85,85,85,85,70,70
"198","Democrat","Graduate Degree","White",TRUE,"Male",60,15,70,0,70,0,85,15,60,85,60,50,35,65,80,30,65,70,90,65,60,90,40,75,85,65,0,30,50,70,45,60,70,80,65,70
"199","Republican","Graduate Degree","White",FALSE,"Female",0,60,0,70,0,80,40,70,0,0,50,85,85,50,50,15,50,100,85,100,50,50,0,15,100,15,85,0,85,50,80,0,100,0,15,15
"200","Republican","Bachelor's Degree","White",TRUE,"Female",50,50,60,60,30,40,70,40,70,70,0,100,70,100,100,15,100,70,100,100,100,85,70,0,100,85,50,40,70,85,85,60,100,40,40,40
"201","Democrat","Graduate Degree","White",FALSE,"Male",75,10,85,0,85,0,80,20,65,75,60,51,30,40,70,50,60,65,60,70,50,85,70,60,65,65,15,50,65,60,40,70,40,75,65,55
"202","Republican","Bachelor's Degree","White",TRUE,"Male",0,100,0,100,0,100,50,90,50,15,0,50,100,90,50,50,40,90,90,90,30,75,0,0,75,30,100,0,100,75,90,NA,100,50,30,50
"203","Independent","High School","White",FALSE,"Female",40,60,30,70,50,85,60,70,60,30,60,60,70,65,50,45,50,75,80,70,40,70,40,40,50,50,60,40,50,50,75,40,75,60,60,60
"204","Independent",NA,"White",FALSE,"Female",60,85,85,85,60,70,50,40,40,50,40,50,50,75,50,50,50,50,50,80,40,80,40,50,65,60,40,40,40,50,50,NA,NA,50,60,75
"205","Independent","High School","Hispanic",FALSE,"Male",40,40,50,60,50,50,50,60,50,50,50,75,50,50,0,50,50,60,50,50,0,50,50,50,NA,50,NA,NA,50,50,50,NA,50,65,0,15
"206","Republican","Some College","Hispanic",FALSE,"Male",NA,NA,15,60,50,50,NA,50,NA,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,NA,50,50,50,50,50,50,0,50,50
"207","Democrat","Some College","Black",FALSE,"Female",60,30,60,0,85,0,100,50,70,85,90,70,40,60,100,75,100,50,100,75,100,90,90,85,75,85,50,75,40,NA,25,90,100,90,75,90
"208","Democrat","Bachelor's Degree","White",TRUE,"Male",30,10,75,0,60,0,85,5,60,60,65,60,5,50,60,50,40,30,75,50,60,90,65,85,60,60,5,50,60,60,20,75,20,80,50,90
"209","Democrat","Graduate Degree","White",FALSE,"Female",70,40,70,30,85,30,100,85,50,70,70,40,40,70,85,70,85,100,100,85,85,85,85,70,85,85,15,40,40,85,50,85,70,50,85,85
"210","Republican","High School","Hispanic",TRUE,"Male",40,60,40,85,30,60,50,50,50,50,50,79,70,50,50,30,50,70,50,60,50,60,40,0,50,30,50,50,70,50,75,50,60,0,40,50
"211","Republican","Some College","White",TRUE,"Male",0,100,30,100,NA,NA,NA,85,50,0,60,85,100,70,100,NA,50,100,100,100,70,85,0,0,85,85,100,0,NA,85,100,NA,NA,100,0,NA
"212","Democrat","Graduate Degree","White",TRUE,"Male",75,2,95,0,100,0,100,15,85,100,70,60,15,40,85,30,70,70,85,70,85,100,70,60,70,70,0,50,50,40,15,85,70,100,70,60
"213","Democrat","Bachelor's Degree","White",TRUE,"Female",85,15,90,0,90,0,85,30,70,80,70,30,30,50,90,40,90,90,90,75,90,85,90,65,50,80,30,50,40,60,35,85,60,75,90,80
"214","Republican","Bachelor's Degree","White",TRUE,"Male",20,60,40,60,50,70,30,40,40,40,50,100,80,90,100,20,100,70,100,100,50,90,0,60,50,30,75,0,80,90,80,50,100,30,50,80
"215","Republican","Some College","White",TRUE,"Female",50,50,50,60,40,40,70,50,60,50,70,50,50,50,70,50,70,70,70,85,60,85,70,60,60,70,60,50,NA,85,40,60,NA,85,70,85
"216","Republican","Less than High School","White",TRUE,"Female",NA,100,NA,NA,NA,NA,50,100,7,0,9,5,9,6,0,6,0,100,100,100,0,9,8,100,NA,100,100,NA,NA,100,NA,NA,NA,NA,100,9
"217","Independent","Some College","Black",FALSE,"Female",15,0,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","Republican","Bachelor's Degree","Other",TRUE,"Female",40,100,40,85,30,60,70,50,50,15,40,50,60,50,50,40,50,60,60,100,50,60,40,15,40,40,50,0,60,40,60,40,80,50,30,50
"219","Republican","Some College","White",TRUE,"Male",15,40,0,15,0,50,50,50,40,40,30,0,40,100,85,40,100,100,100,85,40,100,0,15,100,100,60,15,70,100,85,50,50,50,70,50
"220","Democrat","Some College","White",FALSE,"Male",60,40,15,0,70,0,100,0,80,70,50,40,25,0,100,50,100,0,50,75,100,100,100,100,100,100,80,0,NA,100,70,60,NA,100,100,100
"221","Republican","Some College","White",TRUE,"Male",20,60,40,70,60,50,60,60,50,30,15,40,60,70,50,30,50,70,50,70,30,60,30,30,60,40,60,15,60,60,70,50,60,30,30,60
"222","Democrat","Some College","White",TRUE,"Male",85,0,85,0,100,0,100,15,70,85,85,50,0,40,100,70,60,60,85,70,70,100,70,85,70,70,40,70,60,85,50,60,40,100,85,85
"223","Republican","Some College","White",TRUE,"Female",30,85,30,70,30,70,70,50,50,30,50,50,85,50,65,50,50,90,50,85,50,85,40,50,NA,50,75,50,50,70,50,NA,100,60,65,80
"224","Democrat","Bachelor's Degree","White",TRUE,"Male",40,25,55,5,40,0,85,40,50,50,70,50,50,50,100,40,50,40,100,40,100,60,40,100,50,50,50,60,20,50,40,50,50,50,50,50
"225","Independent","Some College","Other",FALSE,"Female",50,50,50,30,70,15,50,60,100,50,50,50,50,50,50,50,50,85,50,85,50,50,100,40,NA,NA,NA,50,NA,85,40,100,NA,85,NA,70
"226","Independent","High School","White",FALSE,"Female",20,10,20,15,80,0,50,100,100,50,80,70,50,50,100,50,50,100,50,90,100,100,100,100,NA,80,100,75,50,100,45,NA,80,0,100,100
"227","Republican","High School","White",TRUE,"Male",0,50,0,75,0,85,0,60,60,0,50,15,40,15,70,15,40,85,60,85,70,60,0,0,15,0,85,0,70,15,85,15,85,30,0,15
"228","Democrat","Bachelor's Degree","White",TRUE,"Female",70,0,85,0,85,0,50,0,100,85,100,30,0,30,100,40,100,0,85,0,100,100,100,50,70,85,0,50,0,50,0,100,40,100,70,85
"229","Democrat","Graduate Degree","Asian",TRUE,"Male",85,0,85,0,85,0,100,40,100,85,100,75,30,70,75,80,60,80,100,85,70,100,85,80,80,60,0,70,50,90,70,85,75,80,90,90
"230","Republican","Some College","White",TRUE,"Male",60,30,85,30,85,0,100,40,50,50,60,30,50,50,50,40,70,100,70,85,50,85,60,70,60,60,0,40,40,60,50,60,60,75,60,85
"231","Republican","High School","White",TRUE,"Male",0,100,0,100,0,100,15,50,0,0,100,70,0,70,50,0,0,100,100,100,0,100,0,0,0,0,100,40,30,0,100,NA,100,0,0,0
"232","Democrat","Graduate Degree","White",TRUE,"Female",70,60,85,0,100,0,100,15,85,85,15,70,60,85,85,85,40,70,85,85,50,100,85,85,40,60,15,60,40,85,60,85,100,100,85,100
"233","Democrat","High School","White",TRUE,"Female",80,40,65,0,70,0,70,100,60,60,40,70,50,100,100,30,100,100,100,90,100,100,100,50,100,85,85,50,50,85,15,10,100,100,NA,100
"234","Democrat","Graduate Degree","Black",TRUE,"Female",70,15,85,15,100,30,70,50,80,80,50,40,70,50,50,70,50,70,90,70,50,100,70,80,50,50,0,80,15,50,30,100,90,70,50,80
"235","Republican","Some College","Native American",FALSE,"Male",50,50,0,85,0,70,50,0,50,50,0,0,50,70,50,0,50,50,50,100,50,100,0,50,50,50,NA,0,100,70,50,50,50,50,50,70
"236","Republican","Some College","White",TRUE,"Male",0,85,15,85,30,85,50,100,40,15,40,70,85,70,50,40,50,100,60,85,50,60,0,15,30,30,100,0,70,50,70,50,85,15,15,50
"237","Democrat","Bachelor's Degree","White",TRUE,"Female",70,15,85,0,100,0,100,15,100,85,60,40,0,60,100,40,85,60,100,40,100,100,100,70,85,85,0,70,70,70,0,85,40,100,85,85
"238","Independent","Some College","White",FALSE,"Female",50,50,60,0,90,30,70,50,15,80,60,60,50,50,50,55,0,80,80,75,30,80,65,85,60,70,0,0,50,60,30,55,50,60,40,70
"239","Democrat","Some College","White",FALSE,"Female",75,50,75,15,60,10,60,30,85,75,75,30,40,60,65,50,50,50,50,50,60,50,90,50,25,65,25,40,50,50,10,75,75,90,75,85
"240","Democrat","Some College","Asian",FALSE,"Female",70,40,70,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","Independent","Less than High School","Other",TRUE,"Female",70,60,100,NA,100,15,70,40,70,70,70,70,70,70,70,60,60,40,100,85,70,85,100,70,NA,60,50,NA,50,85,60,NA,60,85,85,100
"242","Democrat","Bachelor's Degree","White",TRUE,"Male",77,40,72,18,72,13,88,0,85,75,49,28,22,61,83,50,54,68,57,61,55,100,81,44,88,98,9,60,34,89,57,92,46,100,95,80
"243","Democrat","High School","Hispanic",FALSE,"Male",50,50,60,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","Independent","Bachelor's Degree","White",TRUE,"Male",15,15,40,30,70,30,100,15,80,0,70,60,90,90,100,60,90,80,100,100,100,100,15,50,90,90,15,50,70,90,90,100,90,0,90,90
"245","Republican","Bachelor's Degree","White",TRUE,"Female",0,70,0,100,0,100,30,100,40,30,50,50,100,85,50,40,85,100,100,85,50,40,0,15,0,15,100,0,85,40,100,50,100,0,0,85
"246","Democrat","Some College","White",FALSE,"Female",50,50,0,85,50,100,50,85,70,70,70,70,85,70,70,70,85,85,85,85,30,100,0,60,NA,70,100,70,70,60,85,NA,70,100,85,100
"247","Republican","Some College","White",TRUE,"Male",0,90,0,100,0,100,5,40,0,10,15,10,80,40,35,15,5,85,75,75,10,60,0,5,50,40,80,0,60,35,90,10,75,0,10,10
"248","Democrat","Bachelor's Degree","White",TRUE,"Female",95,0,100,0,100,0,100,25,100,100,80,40,25,30,100,75,100,100,100,75,100,100,100,90,100,100,0,65,75,85,0,100,100,100,100,100
"249","Democrat",NA,"White",FALSE,"Female",85,15,60,0,100,0,100,50,100,85,85,50,40,50,50,40,50,70,60,50,70,100,85,100,85,85,40,50,50,60,40,85,50,85,85,60
"250","Democrat","Graduate Degree","White",TRUE,"Male",85,30,70,0,60,0,70,40,50,60,70,40,60,40,50,40,50,70,70,85,50,85,70,30,60,50,60,40,40,50,50,NA,85,70,60,70
"251","Democrat","Graduate Degree","Hispanic",FALSE,"Female",85,50,70,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","Democrat","High School","Hispanic",TRUE,"Female",85,30,100,0,100,0,50,70,60,70,50,70,60,70,100,70,70,85,70,40,100,70,100,80,NA,NA,NA,NA,NA,85,100,100,NA,100,NA,85
"253","Democrat","Graduate Degree","White",TRUE,"Female",100,0,100,0,100,0,100,15,100,100,40,15,15,50,90,40,85,50,60,15,85,100,100,40,100,70,0,60,60,50,0,100,70,30,100,100
"254","Republican","Less than High School","Black",FALSE,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","Independent","Some College","White",TRUE,"Female",NA,NA,NA,NA,50,50,60,50,40,50,40,40,50,40,40,40,50,40,50,40,40,60,40,40,NA,50,40,50,50,40,40,60,50,50,40,40
"256","Republican","Some College","White",TRUE,"Female",0,60,0,100,0,85,0,85,40,0,50,50,70,60,50,0,30,85,85,85,50,85,20,20,50,0,70,0,70,60,60,NA,85,0,0,50
"257","Republican","Graduate Degree","White",TRUE,"Male",30,40,40,30,50,30,100,70,40,40,30,60,85,70,60,50,70,100,100,70,40,70,60,60,60,30,85,0,85,50,50,30,85,10,30,60
"258","Republican","Graduate Degree","White",TRUE,"Male",0,85,0,100,0,100,30,85,30,15,40,60,100,40,70,30,60,100,100,85,40,70,0,0,70,40,100,0,85,70,85,40,100,0,60,70
"259","Democrat","Bachelor's Degree","White",TRUE,"Male",75,0,85,0,82,0,100,0,95,95,95,60,0,40,85,20,70,62,81,70,85,100,95,90,90,90,0,88,60,90,55,98,70,95,98,80
"260","Democrat","High School","White",FALSE,"Female",0,40,15,70,50,40,NA,30,70,50,80,50,50,70,50,30,85,70,50,0,15,70,85,85,NA,85,85,50,15,15,15,60,15,100,85,85
"261","Democrat","Some College","White",TRUE,"Male",70,15,85,0,85,0,100,15,100,85,85,30,0,50,100,50,70,50,70,30,85,85,100,30,100,100,40,100,40,50,0,100,30,100,100,100
"262","Democrat","Bachelor's Degree","White",TRUE,"Female",85,0,85,0,100,0,100,0,100,100,85,35,0,35,100,85,100,0,100,30,100,100,100,85,100,100,0,100,40,85,0,75,35,100,100,40
"263","Republican","Graduate Degree","White",TRUE,"Male",15,80,40,75,40,70,40,50,50,30,60,60,70,85,40,40,50,100,100,85,40,85,30,40,50,50,50,30,60,70,50,50,85,30,50,85
"264","Democrat","Some College","White",TRUE,"Female",95,25,75,0,100,0,85,0,85,100,50,40,15,60,100,70,85,30,100,60,100,100,100,70,50,70,15,70,0,85,15,70,40,100,100,100
"265","Democrat","Less than High School","Black",TRUE,"Male",85,0,100,0,100,0,100,70,50,50,100,85,50,85,85,70,85,85,85,70,50,15,100,100,85,70,0,50,50,85,50,70,70,50,85,100
"266","Independent","Bachelor's Degree","White",TRUE,"Female",50,50,50,40,40,30,60,50,70,50,50,50,50,50,60,50,70,85,70,70,70,85,50,70,NA,50,50,NA,NA,40,NA,NA,NA,70,50,50
"267","Republican","Graduate Degree","White",TRUE,"Female",0,70,0,85,0,85,40,70,40,0,30,85,85,85,50,40,40,100,70,85,50,70,0,15,40,15,100,0,100,40,70,0,85,15,30,60
"268","Democrat","Graduate Degree","White",TRUE,NA,100,0,100,0,100,0,100,0,100,70,85,85,0,15,100,100,100,100,100,85,100,100,100,100,70,100,0,100,100,100,0,100,100,100,100,30
"269","Republican","Some College","White",TRUE,"Female",15,70,15,85,0,100,40,40,60,0,40,60,85,85,40,50,30,100,85,100,40,50,0,30,50,50,100,0,85,85,60,0,100,0,30,70
"270","Republican","Bachelor's Degree","White",TRUE,"Female",40,85,50,70,30,85,60,50,40,60,70,60,60,70,15,40,0,85,60,85,15,85,60,15,60,40,70,60,40,40,60,60,70,0,70,70
"271","Democrat","Bachelor's Degree","White",TRUE,"Male",85,40,100,0,85,15,100,85,85,60,60,60,60,70,85,40,85,85,85,85,85,85,100,40,60,70,15,40,70,70,50,85,60,60,70,70
